path_id,touchpoints,path_length,converted,revenue,days_to_convert
PATH-0050,social_paid > direct > social_organic > direct > organic_search > social_organic > social_paid,7,True,104.49,11.0
PATH-0051,paid_search > display > direct > direct > email,5,True,378.09,16.0
PATH-0052,email > social_paid > referral > email > display,5,False,0.0,
PATH-0053,organic_search > direct > referral > direct > display,5,False,0.0,
PATH-0054,referral > paid_search > email > social_paid > social_organic,5,True,112.85,1.0
PATH-0055,paid_search > display > paid_search > organic_search > social_organic > social_organic,6,False,0.0,
PATH-0056,social_organic > referral > social_paid > paid_search > social_paid > social_paid > social_organic,7,True,471.07,10.0
PATH-0057,organic_search > email > social_paid,3,False,0.0,
PATH-0058,direct > paid_search > email,3,True,57.26,25.0
PATH-0059,social_organic > direct > social_organic,3,False,0.0,
PATH-0060,email > paid_search > referral,3,True,372.33,22.0
PATH-0061,display > social_organic > social_paid > paid_search > social_organic > social_paid > social_paid,7,False,0.0,
PATH-0062,direct > paid_search > organic_search > email > email > paid_search,6,False,0.0,
PATH-0063,direct > social_paid > referral > organic_search,4,False,0.0,
PATH-0064,email > social_organic > social_paid > display > social_paid,5,True,302.9,14.0
PATH-0065,direct > referral > email > social_organic > email > email > display,7,False,0.0,
PATH-0066,organic_search > social_organic > email > social_organic > referral > paid_search > social_paid,7,True,221.15,25.0
PATH-0067,paid_search > display > paid_search,3,False,0.0,
PATH-0068,social_paid > referral > social_organic,3,False,0.0,
PATH-0069,display > direct > email > paid_search > display,5,False,0.0,
PATH-0070,social_paid > paid_search > referral > paid_search,4,False,0.0,
PATH-0071,social_paid > organic_search > social_organic > display > social_organic,5,False,0.0,
PATH-0072,organic_search > organic_search > social_paid > email > paid_search,5,False,0.0,
PATH-0073,direct > referral > referral > display > display,5,False,0.0,
PATH-0074,social_organic > social_organic > display,3,True,58.55,8.0
PATH-0075,display > direct > referral > email > organic_search > display > email,7,True,410.0,8.0
PATH-0076,social_organic > organic_search > email > email > referral > paid_search > organic_search,7,True,62.45,13.0
PATH-0077,referral > social_organic > social_paid > organic_search > paid_search > direct,6,False,0.0,
PATH-0078,display > email > direct > referral > email,5,False,0.0,
PATH-0079,direct > display,2,True,409.91,3.0
PATH-0080,paid_search > email > social_organic > organic_search > referral,5,True,94.73,5.0
PATH-0081,organic_search > paid_search > direct,3,False,0.0,
PATH-0082,paid_search > organic_search > direct > email > paid_search > paid_search > organic_search,7,True,297.17,30.0
PATH-0083,social_paid > organic_search > organic_search > email > email,5,False,0.0,
PATH-0084,organic_search > direct > social_paid,3,True,456.82,23.0
PATH-0085,organic_search > referral > referral > referral > referral > direct > organic_search,7,False,0.0,
PATH-0086,direct > display > direct > paid_search,4,True,189.01,8.0
PATH-0087,display > direct > email > direct,4,True,460.92,11.0
PATH-0088,referral > social_organic > email > organic_search,4,False,0.0,
PATH-0089,display > referral,2,False,0.0,
PATH-0090,social_paid > email > paid_search,3,True,164.53,2.0
PATH-0091,paid_search > display > referral > organic_search > direct > display,6,True,332.19,19.0
PATH-0092,organic_search > direct > paid_search > social_paid > referral > organic_search > direct,7,False,0.0,
PATH-0093,paid_search > referral > email,3,True,381.21,12.0
PATH-0094,referral > social_paid > social_organic,3,False,0.0,
PATH-0095,display > organic_search,2,True,246.49,19.0
PATH-0096,referral > paid_search > display > referral,4,True,223.83,22.0
PATH-0097,organic_search > direct,2,False,0.0,
PATH-0098,organic_search > direct > display > social_paid > direct > email,6,False,0.0,
PATH-0099,organic_search > social_organic > social_organic > email > direct > direct,6,False,0.0,
PATH-0100,direct > paid_search > organic_search,3,False,0.0,
PATH-0101,social_paid > direct,2,False,0.0,
PATH-0102,referral > organic_search > display,3,True,406.37,3.0
PATH-0103,email > direct > organic_search > social_organic > social_paid > direct,6,True,166.76,11.0
PATH-0104,email > social_paid > social_paid,3,True,401.75,17.0
PATH-0105,social_paid > email > organic_search > organic_search,4,False,0.0,
PATH-0106,display > referral > social_paid,3,False,0.0,
PATH-0107,social_organic > email,2,True,373.05,1.0
PATH-0108,social_paid > paid_search,2,True,338.56,15.0
PATH-0109,display > paid_search > paid_search,3,True,431.04,18.0
PATH-0110,paid_search > social_organic > organic_search,3,True,421.89,9.0
PATH-0111,social_paid > paid_search,2,False,0.0,
PATH-0112,organic_search > email,2,True,63.26,10.0
PATH-0113,social_paid > organic_search,2,False,0.0,
PATH-0114,referral > social_organic > display > direct > referral > social_paid > referral,7,True,208.24,26.0
PATH-0115,email > display > email > display > referral,5,True,452.41,26.0
PATH-0116,direct > social_paid > referral > organic_search,4,False,0.0,
PATH-0117,referral > display > email > referral > organic_search > organic_search,6,True,498.56,28.0
PATH-0118,direct > social_organic > social_paid > direct,4,False,0.0,
PATH-0119,social_paid > organic_search > direct > paid_search > email,5,False,0.0,
PATH-0120,social_paid > email,2,False,0.0,
PATH-0121,social_paid > social_organic > display > social_paid > display,5,False,0.0,
PATH-0122,paid_search > paid_search,2,True,51.89,23.0
PATH-0123,display > social_organic > email > paid_search,4,False,0.0,
PATH-0124,social_organic > paid_search > paid_search,3,False,0.0,
PATH-0125,referral > referral > paid_search > social_organic,4,False,0.0,
PATH-0126,direct > social_organic > email > paid_search > social_paid,5,True,323.46,7.0
PATH-0127,referral > social_organic > social_paid,3,False,0.0,
PATH-0128,paid_search > display,2,True,417.01,8.0
PATH-0129,email > referral > paid_search > email > email > direct,6,True,178.7,5.0
PATH-0130,social_paid > email > paid_search > referral > social_paid > referral > paid_search,7,True,84.85,24.0
PATH-0131,social_paid > social_paid > paid_search > display > social_paid > social_organic,6,False,0.0,
PATH-0132,direct > direct > display,3,False,0.0,
PATH-0133,paid_search > direct > social_paid > paid_search > social_organic > organic_search > social_organic,7,False,0.0,
PATH-0134,social_organic > referral,2,True,360.07,11.0
PATH-0135,display > social_paid > social_paid,3,False,0.0,
PATH-0136,email > paid_search > paid_search > social_organic > organic_search > social_organic,6,False,0.0,
PATH-0137,organic_search > display > referral > social_organic > social_organic > social_organic > paid_search,7,True,260.23,9.0
PATH-0138,social_organic > display > social_organic > referral > paid_search > direct,6,False,0.0,
PATH-0139,referral > paid_search > referral > social_organic > paid_search > organic_search,6,False,0.0,
PATH-0140,email > organic_search > display,3,True,271.0,20.0
PATH-0141,display > referral > social_organic,3,False,0.0,
PATH-0142,display > paid_search > social_paid > paid_search > paid_search > display,6,False,0.0,
PATH-0143,social_organic > referral > direct > social_organic > direct,5,True,192.24,4.0
PATH-0144,social_organic > display > organic_search > email,4,False,0.0,
PATH-0145,display > paid_search > referral > paid_search > social_organic,5,False,0.0,
PATH-0146,paid_search > social_organic > paid_search > organic_search > referral > organic_search,6,True,490.86,29.0
PATH-0147,referral > email > referral,3,False,0.0,
PATH-0148,social_organic > referral > display,3,False,0.0,
PATH-0149,referral > organic_search > social_paid > referral,4,False,0.0,
PATH-0150,organic_search > direct > email > social_paid > referral > display > email,7,False,0.0,
PATH-0151,direct > direct > email,3,False,0.0,
PATH-0152,referral > social_paid > organic_search > organic_search > direct > social_paid > social_organic,7,True,98.37,6.0
PATH-0153,organic_search > referral > paid_search > social_paid,4,True,164.44,2.0
PATH-0154,display > social_paid > email,3,False,0.0,
PATH-0155,social_paid > display > direct > display > referral > organic_search,6,True,299.38,29.0
PATH-0156,social_organic > referral,2,False,0.0,
PATH-0157,social_organic > direct > email,3,False,0.0,
PATH-0158,email > referral > display > email > social_organic > organic_search,6,True,80.35,3.0
PATH-0159,direct > paid_search > social_paid > referral,4,True,269.75,8.0
PATH-0160,direct > display > organic_search > display > email > paid_search > referral,7,False,0.0,
PATH-0161,email > direct > social_organic > display > referral > referral > paid_search,7,False,0.0,
PATH-0162,referral > email > paid_search > paid_search > social_organic,5,False,0.0,
PATH-0163,social_paid > direct > referral > direct > paid_search > social_paid,6,True,190.35,21.0
PATH-0164,organic_search > email,2,False,0.0,
PATH-0165,referral > organic_search > organic_search > social_organic > direct > email > display,7,True,413.82,24.0
PATH-0166,direct > email,2,False,0.0,
PATH-0167,social_paid > referral > social_paid > referral > direct > social_paid > social_organic,7,False,0.0,
PATH-0168,organic_search > social_paid > direct > direct > organic_search,5,True,180.93,13.0
PATH-0169,referral > social_paid > direct,3,True,96.7,1.0
PATH-0170,direct > social_organic > social_organic,3,False,0.0,
PATH-0171,referral > social_organic > social_organic > social_organic > direct > referral,6,False,0.0,
PATH-0172,direct > display > social_organic > direct > referral,5,False,0.0,
PATH-0173,display > direct > social_organic > display > social_paid > direct > email,7,False,0.0,
PATH-0174,social_organic > display > paid_search > organic_search > paid_search > social_organic > direct,7,False,0.0,
PATH-0175,social_paid > direct > direct > organic_search,4,False,0.0,
PATH-0176,direct > direct > direct > email,4,False,0.0,
PATH-0177,email > email > direct,3,False,0.0,
PATH-0178,display > paid_search > email > social_paid,4,False,0.0,
PATH-0179,display > email > organic_search > organic_search > paid_search > email,6,True,246.95,2.0
PATH-0180,social_organic > organic_search > email > organic_search > paid_search > paid_search,6,False,0.0,
PATH-0181,social_paid > social_organic > direct > email,4,True,496.94,22.0
PATH-0182,direct > social_paid > paid_search > paid_search > social_organic > organic_search,6,True,245.47,6.0
PATH-0183,social_organic > email,2,True,229.04,8.0
PATH-0184,social_organic > social_paid > organic_search,3,False,0.0,
PATH-0185,social_paid > social_paid > email > referral > display > display,6,False,0.0,
PATH-0186,referral > referral > organic_search,3,True,479.5,3.0
PATH-0187,organic_search > display > social_paid > display > paid_search,5,False,0.0,
PATH-0188,paid_search > email > social_organic > social_organic > email > social_organic > social_paid,7,False,0.0,
PATH-0189,organic_search > paid_search > organic_search > email > paid_search,5,True,459.77,18.0
PATH-0190,referral > referral,2,True,311.16,30.0
PATH-0191,social_paid > display > display > social_paid > social_paid,5,False,0.0,
PATH-0192,direct > social_organic > display,3,False,0.0,
PATH-0193,social_organic > social_organic > display > paid_search,4,False,0.0,
PATH-0194,organic_search > social_organic > direct > social_organic > social_organic > referral,6,True,455.78,5.0
PATH-0195,email > email > social_organic > paid_search > organic_search,5,False,0.0,
PATH-0196,paid_search > paid_search > referral,3,False,0.0,
PATH-0197,social_organic > referral > organic_search,3,False,0.0,
PATH-0198,social_organic > referral > organic_search > organic_search > social_paid > organic_search,6,True,408.04,1.0
PATH-0199,social_paid > referral > social_organic > display > referral,5,True,416.73,16.0
PATH-0200,paid_search > display > display > social_paid > social_organic,5,False,0.0,
PATH-0201,display > referral > social_paid > display > display > social_paid > organic_search,7,False,0.0,
PATH-0202,social_paid > social_organic,2,False,0.0,
PATH-0203,social_organic > referral > paid_search,3,False,0.0,
PATH-0204,email > paid_search > social_paid > organic_search,4,False,0.0,
PATH-0205,email > email > direct,3,False,0.0,
PATH-0206,email > display,2,False,0.0,
PATH-0207,direct > social_organic > organic_search > referral,4,True,312.07,24.0
PATH-0208,referral > social_organic > direct > social_paid > display > display > social_paid,7,False,0.0,
PATH-0209,paid_search > email > organic_search,3,True,216.68,10.0
PATH-0210,display > display > referral,3,False,0.0,
PATH-0211,social_organic > social_organic > display > direct > email > social_paid,6,False,0.0,
PATH-0212,social_organic > organic_search > display > social_organic > social_paid > organic_search > display,7,False,0.0,
PATH-0213,social_paid > paid_search > referral,3,True,70.01,5.0
PATH-0214,referral > organic_search > referral > referral > social_paid > display,6,True,335.86,8.0
PATH-0215,referral > social_paid > referral > organic_search,4,True,348.63,1.0
PATH-0216,social_paid > email > direct > referral > social_paid > social_organic > social_paid,7,False,0.0,
PATH-0217,social_organic > referral > referral > referral > referral,5,True,106.48,18.0
PATH-0218,social_paid > display > social_organic > organic_search > social_organic,5,True,458.27,13.0
PATH-0219,display > organic_search > social_organic > social_paid > referral > social_organic,6,False,0.0,
PATH-0220,organic_search > social_paid > email > email > social_organic,5,True,157.78,30.0
PATH-0221,paid_search > social_organic > referral > social_organic > display > social_organic > referral,7,True,457.93,8.0
PATH-0222,email > social_paid > paid_search,3,True,457.83,30.0
PATH-0223,email > social_organic,2,False,0.0,
PATH-0224,email > organic_search,2,True,369.06,29.0
PATH-0225,social_paid > referral > social_organic > direct > referral > social_paid,6,False,0.0,
PATH-0226,email > email > direct > referral,4,False,0.0,
PATH-0227,paid_search > email > display > organic_search > paid_search > referral > social_organic,7,True,306.82,27.0
PATH-0228,paid_search > social_organic > email,3,True,162.7,8.0
PATH-0229,display > paid_search,2,True,313.88,23.0
PATH-0230,organic_search > social_paid,2,False,0.0,
PATH-0231,organic_search > direct > direct > paid_search > display > referral,6,False,0.0,
PATH-0232,referral > paid_search > social_paid > social_paid,4,True,136.69,14.0
PATH-0233,social_organic > social_paid > referral,3,False,0.0,
PATH-0234,social_organic > email > social_organic > direct > email,5,False,0.0,
PATH-0235,direct > display,2,False,0.0,
PATH-0236,organic_search > direct > paid_search > paid_search > paid_search > paid_search > direct,7,True,250.02,28.0
PATH-0237,display > paid_search > direct > paid_search > referral > direct > direct,7,True,300.56,23.0
PATH-0238,organic_search > paid_search > display,3,True,429.38,28.0
PATH-0239,referral > email > email > display > display > referral > email,7,True,342.25,22.0
PATH-0240,referral > organic_search,2,False,0.0,
PATH-0241,direct > social_paid > direct > organic_search > display > referral,6,False,0.0,
PATH-0242,paid_search > referral > display > social_organic > paid_search,5,True,160.82,14.0
PATH-0243,email > social_organic > organic_search > paid_search,4,False,0.0,
PATH-0244,organic_search > paid_search > referral > social_organic > display > direct,6,False,0.0,
PATH-0245,social_organic > referral > referral,3,True,140.39,23.0
PATH-0246,referral > paid_search > referral > display,4,True,253.23,4.0
PATH-0247,referral > organic_search > direct > direct > paid_search > social_organic,6,False,0.0,
PATH-0248,organic_search > direct > paid_search > direct > social_paid > paid_search,6,False,0.0,
PATH-0249,social_organic > email > organic_search > social_organic > direct > email,6,False,0.0,
PATH-0250,email > paid_search > organic_search > referral > social_organic > social_organic,6,False,0.0,
PATH-0251,social_paid > email > paid_search > referral > social_paid,5,False,0.0,
PATH-0252,direct > paid_search > display > paid_search > paid_search,5,False,0.0,
PATH-0253,organic_search > email > social_organic > social_organic > display,5,False,0.0,
PATH-0254,display > display,2,False,0.0,
PATH-0255,direct > email > social_organic > referral > referral > social_organic,6,False,0.0,
PATH-0256,social_paid > direct > social_paid > social_paid > referral,5,True,294.05,28.0
PATH-0257,social_organic > social_organic > direct > display > display,5,False,0.0,
PATH-0258,direct > referral > email > referral > referral > email,6,True,143.73,23.0
PATH-0259,display > direct > social_organic > display > email > paid_search > direct,7,False,0.0,
PATH-0260,direct > organic_search > referral > organic_search > social_paid > email,6,True,153.38,2.0
PATH-0261,email > email > display > social_paid > organic_search > paid_search > display,7,False,0.0,
PATH-0262,referral > email > email > display > paid_search > direct > email,7,False,0.0,
PATH-0263,social_paid > paid_search > paid_search > organic_search > referral,5,True,398.46,17.0
PATH-0264,display > social_paid > social_paid,3,True,338.27,19.0
PATH-0265,referral > social_organic > referral > social_organic > direct > direct > direct,7,False,0.0,
PATH-0266,social_paid > social_organic > social_paid > social_paid > email,5,True,163.07,20.0
PATH-0267,email > referral,2,True,494.48,29.0
PATH-0268,referral > social_paid > display > referral > organic_search > social_organic,6,False,0.0,
PATH-0269,email > organic_search > paid_search > paid_search > organic_search,5,False,0.0,
PATH-0270,social_paid > display > paid_search,3,True,272.9,17.0
PATH-0271,referral > email,2,False,0.0,
PATH-0272,organic_search > organic_search > social_organic > organic_search,4,True,404.36,25.0
PATH-0273,organic_search > organic_search > display > referral > display > display > social_paid,7,False,0.0,
PATH-0274,social_organic > social_paid > direct > paid_search,4,True,273.27,8.0
PATH-0275,direct > paid_search > email > display > email,5,True,144.8,19.0
PATH-0276,social_organic > email > social_paid > email > paid_search > paid_search,6,True,182.21,30.0
PATH-0277,email > social_organic > direct > paid_search > referral > organic_search > display,7,False,0.0,
PATH-0278,paid_search > social_organic,2,True,386.6,19.0
PATH-0279,paid_search > email > organic_search > paid_search,4,False,0.0,
PATH-0280,email > direct > organic_search > referral > direct > paid_search,6,False,0.0,
PATH-0281,social_paid > social_paid > social_paid > direct > organic_search > referral > direct,7,False,0.0,
PATH-0282,email > social_organic > display > organic_search > paid_search > display,6,True,341.45,19.0
PATH-0283,direct > social_paid > paid_search > social_paid > social_organic > referral,6,True,287.62,17.0
PATH-0284,social_paid > paid_search > direct,3,False,0.0,
PATH-0285,email > referral > social_paid > organic_search > social_paid > social_paid > email,7,False,0.0,
PATH-0286,organic_search > display > email > email > organic_search,5,True,440.2,3.0
PATH-0287,email > organic_search > social_paid > social_paid > direct,5,False,0.0,
PATH-0288,paid_search > referral > direct > referral > email > paid_search,6,True,152.45,30.0
PATH-0289,email > display > social_paid,3,False,0.0,
PATH-0290,organic_search > email > direct > paid_search,4,False,0.0,
PATH-0291,paid_search > organic_search,2,False,0.0,
PATH-0292,social_paid > email > referral > social_organic > email > referral,6,True,195.63,25.0
PATH-0293,organic_search > display > social_organic > direct > social_paid,5,True,213.57,23.0
PATH-0294,social_organic > paid_search > social_organic > paid_search > social_paid > social_organic > direct,7,False,0.0,
PATH-0295,email > display > social_organic > referral > referral > display,6,False,0.0,
PATH-0296,referral > direct,2,False,0.0,
PATH-0297,direct > organic_search,2,True,381.12,16.0
PATH-0298,direct > email > social_organic,3,True,242.52,24.0
PATH-0299,social_paid > organic_search > social_organic > referral > direct,5,False,0.0,
PATH-0300,organic_search > email > paid_search > referral > display > direct,6,True,245.26,23.0
PATH-0301,paid_search > social_paid,2,False,0.0,
PATH-0302,organic_search > display > social_organic > referral > social_organic,5,True,158.47,7.0
PATH-0303,email > paid_search > email > display > paid_search > direct,6,False,0.0,
PATH-0304,organic_search > direct > direct > referral,4,False,0.0,
PATH-0305,paid_search > paid_search > email > direct > paid_search > paid_search > social_organic,7,False,0.0,
PATH-0306,social_paid > social_paid > referral,3,False,0.0,
PATH-0307,direct > referral > referral > display > social_paid,5,False,0.0,
PATH-0308,social_organic > social_paid > direct > display > display > referral > organic_search,7,False,0.0,
PATH-0309,referral > social_organic > email > social_paid,4,False,0.0,
PATH-0310,social_paid > organic_search > display,3,True,105.28,20.0
PATH-0311,paid_search > email > social_organic,3,False,0.0,
PATH-0312,display > display > referral > paid_search > direct > organic_search > display,7,False,0.0,
PATH-0313,paid_search > paid_search > email > direct > organic_search,5,False,0.0,
PATH-0314,social_organic > social_organic > direct > email,4,True,453.89,29.0
PATH-0315,organic_search > direct > organic_search,3,True,231.05,1.0
PATH-0316,display > paid_search > paid_search,3,False,0.0,
PATH-0317,referral > direct > organic_search > display,4,False,0.0,
PATH-0318,display > social_organic > organic_search > direct > email > referral,6,False,0.0,
PATH-0319,paid_search > direct,2,False,0.0,
PATH-0320,email > paid_search,2,False,0.0,
PATH-0321,social_organic > social_organic > referral > social_organic > social_paid > referral,6,False,0.0,
PATH-0322,paid_search > organic_search > paid_search > social_organic > social_paid > email,6,False,0.0,
PATH-0323,social_organic > social_paid > display > paid_search > paid_search > social_paid > paid_search,7,False,0.0,
PATH-0324,social_paid > organic_search > paid_search > social_paid,4,False,0.0,
PATH-0325,direct > paid_search > paid_search > display > social_organic > organic_search,6,False,0.0,
PATH-0326,direct > referral > social_organic > organic_search,4,True,413.16,8.0
PATH-0327,direct > referral > direct > referral,4,True,92.76,23.0
PATH-0328,organic_search > social_paid > direct > social_paid > display > display > email,7,False,0.0,
PATH-0329,social_organic > social_organic > organic_search > referral,4,False,0.0,
PATH-0330,paid_search > display > social_organic > direct > organic_search,5,True,190.49,14.0
PATH-0331,organic_search > referral,2,False,0.0,
PATH-0332,organic_search > referral > organic_search > direct > display > social_organic > email,7,False,0.0,
PATH-0333,social_organic > referral > paid_search > direct > email,5,False,0.0,
PATH-0334,social_paid > direct > display > social_organic > display > social_paid > referral,7,False,0.0,
PATH-0335,social_organic > social_paid > display > direct,4,True,84.27,12.0
PATH-0336,direct > display,2,True,453.61,25.0
PATH-0337,email > social_organic > referral > direct > organic_search > organic_search,6,True,466.25,22.0
PATH-0338,direct > email > social_organic > paid_search > referral,5,True,205.73,30.0
PATH-0339,organic_search > social_paid > social_paid > social_organic > social_organic > display > referral,7,False,0.0,
PATH-0340,direct > social_organic > email > social_organic > social_organic,5,False,0.0,
PATH-0341,email > direct > email,3,True,389.18,19.0
PATH-0342,paid_search > direct > paid_search,3,False,0.0,
PATH-0343,organic_search > direct > paid_search > email > direct > referral,6,True,430.13,28.0
PATH-0344,email > organic_search > direct > social_paid > social_paid,5,True,70.47,11.0
PATH-0345,social_paid > paid_search,2,False,0.0,
PATH-0346,referral > email > paid_search > email,4,True,161.18,23.0
PATH-0347,social_organic > referral > paid_search,3,True,228.84,5.0
PATH-0348,email > email > social_organic,3,True,460.67,22.0
PATH-0349,social_paid > social_paid > social_organic,3,False,0.0,
PATH-0350,social_organic > direct > email > social_organic > email > paid_search,6,False,0.0,
PATH-0351,social_paid > social_organic > organic_search > email > referral > direct,6,False,0.0,
PATH-0352,email > direct,2,True,75.75,27.0
PATH-0353,display > email > social_paid > organic_search,4,False,0.0,
PATH-0354,organic_search > paid_search > paid_search > social_paid,4,True,326.43,16.0
PATH-0355,social_organic > social_paid > referral > email,4,False,0.0,
PATH-0356,organic_search > display > direct > organic_search > paid_search,5,True,227.52,22.0
PATH-0357,referral > display > email > social_organic > display > direct,6,False,0.0,
PATH-0358,email > social_paid > display > social_paid,4,True,220.3,2.0
PATH-0359,direct > direct > social_organic > paid_search,4,False,0.0,
PATH-0360,organic_search > social_paid > email > email > paid_search > direct,6,True,290.07,19.0
PATH-0361,social_organic > social_organic > email > direct > organic_search > organic_search > social_paid,7,False,0.0,
PATH-0362,social_paid > social_paid > paid_search > display,4,False,0.0,
PATH-0363,display > display > paid_search > referral,4,False,0.0,
PATH-0364,social_paid > organic_search > social_organic > social_organic > referral,5,True,202.24,16.0
PATH-0365,display > paid_search > direct > display > paid_search,5,False,0.0,
PATH-0366,paid_search > email,2,False,0.0,
PATH-0367,email > paid_search > referral,3,False,0.0,
PATH-0368,email > email,2,True,131.38,26.0
PATH-0369,direct > display > social_organic > direct > organic_search > social_organic,6,False,0.0,
PATH-0370,direct > social_organic > display > social_organic > social_paid,5,False,0.0,
PATH-0371,social_paid > social_paid > social_organic > email > email > email > social_paid,7,False,0.0,
PATH-0372,social_organic > direct > social_paid > direct > email > display,6,True,223.23,25.0
PATH-0373,referral > direct,2,True,204.41,7.0
PATH-0374,email > direct > email > display > email,5,False,0.0,
PATH-0375,direct > referral > social_paid > display,4,False,0.0,
PATH-0376,social_organic > paid_search > social_paid > referral > paid_search > organic_search > referral,7,False,0.0,
PATH-0377,social_paid > social_paid > organic_search > referral > display > email,6,True,194.12,15.0
PATH-0378,paid_search > paid_search > direct,3,True,168.66,28.0
PATH-0379,social_paid > email > referral > social_paid,4,False,0.0,
PATH-0380,social_paid > direct > referral,3,False,0.0,
PATH-0381,email > paid_search,2,False,0.0,
PATH-0382,paid_search > social_paid,2,False,0.0,
PATH-0383,direct > email > display > paid_search > email > referral > organic_search,7,False,0.0,
PATH-0384,referral > social_organic,2,False,0.0,
PATH-0385,referral > email > social_organic > social_organic,4,False,0.0,
PATH-0386,organic_search > direct > paid_search,3,False,0.0,
PATH-0387,organic_search > social_organic > email,3,False,0.0,
PATH-0388,social_paid > organic_search,2,False,0.0,
PATH-0389,social_organic > referral > direct > social_organic,4,True,52.15,24.0
PATH-0390,social_organic > direct > social_organic > organic_search > paid_search > direct > organic_search,7,False,0.0,
PATH-0391,display > organic_search > direct > email,4,True,235.01,24.0
PATH-0392,paid_search > email > referral,3,True,406.41,5.0
PATH-0393,display > referral > social_organic > email > social_paid,5,False,0.0,
PATH-0394,paid_search > direct > organic_search > direct > display > social_paid,6,True,234.97,21.0
PATH-0395,display > social_paid > display > email,4,False,0.0,
PATH-0396,referral > display > display > paid_search > referral > display,6,False,0.0,
PATH-0397,social_organic > display > referral > paid_search > referral > email > direct,7,False,0.0,
PATH-0398,social_paid > email > paid_search > social_paid > direct,5,True,180.26,8.0
PATH-0399,organic_search > organic_search > display > social_organic > display > organic_search > social_organic,7,True,94.82,22.0
PATH-0400,direct > social_paid > paid_search > direct > organic_search,5,True,120.09,15.0
PATH-0401,display > referral > social_paid > social_paid > paid_search > display,6,True,443.01,25.0
PATH-0402,paid_search > referral > paid_search > referral,4,False,0.0,
PATH-0403,social_organic > email > referral > social_paid > referral > social_paid > paid_search,7,False,0.0,
PATH-0404,organic_search > referral > social_organic > display > social_paid,5,False,0.0,
PATH-0405,email > social_organic > social_organic,3,False,0.0,
PATH-0406,paid_search > social_paid > direct > social_paid > social_paid,5,False,0.0,
