date,channel,sessions,conversions,revenue,spend,bounce_rate,avg_session_duration,is_anomaly,anomaly_type
2025-04-11,social_paid,450,17,713.54,577.87,0.459,283.8,False,
2025-04-11,email,446,20,2360.16,26.42,0.273,95.6,False,
2025-04-11,referral,289,13,1221.21,0.0,0.426,100.7,False,
2025-04-11,direct,644,38,3735.66,0.0,0.299,110.8,False,
2025-04-11,display,298,4,270.99,218.48,0.579,104.7,False,
2025-04-12,organic_search,736,30,2803.77,0.0,0.462,65.1,False,
2025-04-12,paid_search,567,24,1587.49,886.88,0.395,204.3,False,
2025-04-12,social_organic,357,7,582.12,0.0,0.639,245.2,False,
2025-04-12,social_paid,337,9,529.43,413.7,0.431,289.7,False,
2025-04-12,email,269,16,1013.14,12.02,0.219,191.8,False,
2025-04-12,referral,212,7,331.99,0.0,0.454,111.2,False,
2025-04-12,direct,581,22,1963.79,0.0,0.462,283.7,False,
2025-04-12,display,247,0,0.0,194.43,0.61,212.7,False,
2025-04-13,organic_search,718,22,1227.86,0.0,0.433,223.6,False,
2025-04-13,paid_search,641,33,2501.08,1227.24,0.231,72.1,False,
2025-04-13,social_organic,300,3,198.28,0.0,0.505,182.4,False,
2025-04-13,social_paid,300,7,696.56,411.32,0.565,134.4,False,
2025-04-13,email,211,9,959.66,8.63,0.388,195.7,False,
2025-04-13,referral,173,8,446.45,0.0,0.163,180.4,False,
2025-04-13,direct,470,19,2079.1,0.0,0.369,121.8,False,
2025-04-13,display,271,1,69.79,226.17,0.499,209.1,False,
2025-04-14,organic_search,1249,37,3884.71,0.0,0.385,64.2,False,
2025-04-14,paid_search,873,33,2817.31,1822.41,0.557,292.8,False,
2025-04-14,social_organic,716,12,560.46,0.0,0.512,167.0,False,
2025-04-14,social_paid,622,21,1151.08,784.29,0.353,101.7,False,
2025-04-14,email,388,19,1111.33,22.42,0.213,71.0,False,
2025-04-14,referral,426,12,931.61,0.0,0.464,142.8,False,
2025-04-14,direct,786,31,1696.64,0.0,0.378,68.9,False,
2025-04-14,display,330,3,350.33,342.02,0.594,241.1,False,
2025-04-15,organic_search,1289,50,5479.04,0.0,0.515,123.0,False,
2025-04-15,paid_search,720,28,3214.57,1187.66,0.355,184.9,False,
2025-04-15,social_organic,641,7,467.63,0.0,0.534,150.8,False,
2025-04-15,social_paid,584,17,1706.71,624.31,0.496,273.2,False,
2025-04-15,email,476,18,1917.27,20.83,0.337,274.4,False,
2025-04-15,referral,360,13,1386.16,0.0,0.252,86.9,False,
2025-04-15,direct,836,26,2408.18,0.0,0.497,116.4,False,
2025-04-15,display,355,3,263.03,287.62,0.584,140.1,False,
2025-04-16,organic_search,1117,35,1657.43,0.0,0.506,226.7,False,
2025-04-16,paid_search,775,35,4176.22,1412.41,0.365,223.9,False,
2025-04-16,social_organic,567,0,0.0,0.0,0.519,230.9,False,
2025-04-16,social_paid,375,12,570.68,426.74,0.465,230.1,False,
2025-04-16,email,440,20,1062.75,18.09,0.412,139.8,False,
2025-04-16,referral,311,12,1387.91,0.0,0.557,235.3,False,
2025-04-16,direct,706,23,1779.26,0.0,0.33,158.7,False,
2025-04-16,display,301,4,434.37,277.21,0.571,266.7,False,
2025-04-17,organic_search,1104,42,3520.4,0.0,0.406,154.5,False,
2025-04-17,paid_search,893,37,2225.21,1526.94,0.23,252.0,False,
2025-04-17,social_organic,554,10,775.21,0.0,0.605,199.8,False,
2025-04-17,social_paid,419,15,721.89,472.03,0.493,189.2,False,
2025-04-17,email,366,21,2188.92,17.57,0.347,81.8,False,
2025-04-17,referral,268,9,616.62,0.0,0.352,193.5,False,
2025-04-17,direct,549,12,697.7,0.0,0.404,189.1,False,
2025-04-17,display,389,4,314.21,415.73,0.684,221.3,False,
2025-04-18,organic_search,1315,34,2163.43,0.0,0.385,280.9,False,
2025-04-18,paid_search,622,27,1967.54,1144.24,0.463,118.4,False,
2025-04-18,social_organic,553,4,311.19,0.0,0.671,114.8,False,
2025-04-18,social_paid,424,17,1888.49,473.4,0.315,92.1,False,
2025-04-18,email,500,27,1317.3,24.25,0.148,262.8,False,
2025-04-18,referral,292,9,653.71,0.0,0.528,69.7,False,
2025-04-18,direct,684,25,1287.15,0.0,0.475,240.4,False,
2025-04-18,display,372,13,1235.82,336.51,0.523,174.2,False,
2025-04-19,organic_search,940,45,4118.19,0.0,0.49,184.7,False,
2025-04-19,paid_search,673,27,1602.01,969.81,0.532,194.4,False,
2025-04-19,social_organic,444,5,344.59,0.0,0.491,206.1,False,
2025-04-19,social_paid,392,10,1101.08,459.82,0.636,128.4,False,
2025-04-19,email,269,13,1531.15,13.76,0.368,168.8,False,
2025-04-19,referral,201,8,863.69,0.0,0.337,182.9,False,
2025-04-19,direct,448,18,1545.44,0.0,0.474,177.7,False,
2025-04-19,display,220,4,187.41,233.39,0.514,130.0,False,
2025-04-20,organic_search,782,22,2544.96,0.0,0.42,173.9,False,
2025-04-20,paid_search,703,32,1912.11,1506.91,0.303,251.2,False,
2025-04-20,social_organic,349,3,308.48,0.0,0.506,193.7,False,
2025-04-20,social_paid,318,7,327.42,376.19,0.563,239.5,False,
2025-04-20,email,251,12,1389.34,14.83,0.256,141.7,False,
2025-04-20,referral,191,8,825.01,0.0,0.342,104.6,False,
2025-04-20,direct,461,16,1480.73,0.0,0.377,298.3,False,
2025-04-20,display,221,6,342.2,165.39,0.672,126.5,False,
2025-04-21,organic_search,1053,27,1496.35,0.0,0.5,104.1,False,
2025-04-21,paid_search,735,31,2434.57,1087.95,0.378,294.7,False,
2025-04-21,social_organic,1684,14,656.98,0.0,0.493,196.4,True,traffic_spike
2025-04-21,social_paid,544,17,1772.07,751.85,0.533,285.0,False,
2025-04-21,email,485,19,1961.8,26.16,0.193,123.0,False,
2025-04-21,referral,260,11,514.59,0.0,0.273,226.4,False,
2025-04-21,direct,612,19,1715.87,0.0,0.407,278.1,False,
2025-04-21,display,374,11,551.94,1211.41,0.59,125.2,True,spend_spike
2025-04-22,organic_search,1078,31,3238.29,0.0,0.346,201.4,False,
2025-04-22,paid_search,735,28,2213.88,1403.8,0.31,89.1,False,
2025-04-22,social_organic,551,3,353.7,0.0,0.435,177.7,False,
2025-04-22,social_paid,541,4,203.8,697.92,0.421,298.3,False,
2025-04-22,email,497,21,2457.8,28.15,0.435,90.8,False,
2025-04-22,referral,288,7,370.25,0.0,0.358,91.4,False,
2025-04-22,direct,657,34,2804.71,0.0,0.42,296.4,False,
2025-04-22,display,293,4,438.23,218.58,0.558,270.2,False,
2025-04-23,organic_search,751,27,1748.91,0.0,0.475,233.7,False,
2025-04-23,paid_search,758,40,2422.77,1428.82,0.428,170.4,False,
2025-04-23,social_organic,537,10,914.54,0.0,0.496,183.9,False,
2025-04-23,social_paid,488,18,2089.49,582.23,0.386,171.9,False,
2025-04-23,email,355,20,1205.61,20.72,0.351,243.5,False,
2025-04-23,referral,253,9,1030.34,0.0,0.415,227.2,False,
2025-04-23,direct,598,23,2692.13,0.0,0.46,208.5,False,
2025-04-23,display,319,5,350.8,335.54,0.7,68.7,False,
2025-04-24,organic_search,1126,40,4315.96,0.0,0.496,173.6,False,
2025-04-24,paid_search,823,42,4154.62,1733.43,0.43,167.2,False,
2025-04-24,social_organic,546,4,338.54,0.0,0.576,145.9,False,
2025-04-24,social_paid,588,16,874.83,756.14,0.497,243.2,False,
2025-04-24,email,465,24,1249.41,21.19,0.296,117.3,False,
2025-04-24,referral,296,14,1566.54,0.0,0.152,240.8,False,
2025-04-24,direct,681,21,1926.28,0.0,0.444,284.0,False,
2025-04-24,display,264,0,83.62,262.82,0.608,275.0,True,cvr_drop
2025-04-25,organic_search,1091,39,3431.02,0.0,0.35,290.4,False,
2025-04-25,paid_search,681,27,1302.07,1018.63,0.351,202.4,False,
2025-04-25,social_organic,554,1,108.96,0.0,0.55,155.7,False,
2025-04-25,social_paid,564,14,660.22,717.94,0.488,176.9,False,
2025-04-25,email,486,20,1601.11,28.98,0.366,123.7,False,
2025-04-25,referral,266,11,682.81,0.0,0.323,112.0,False,
2025-04-25,direct,512,23,2129.6,0.0,0.502,273.2,False,
2025-04-25,display,332,7,710.28,273.56,0.478,158.2,False,
2025-04-26,organic_search,699,22,925.73,0.0,0.368,105.5,False,
2025-04-26,paid_search,576,23,1272.73,1207.36,0.362,64.6,False,
2025-04-26,social_organic,345,8,750.5,0.0,0.593,178.1,False,
2025-04-26,social_paid,327,8,950.2,434.86,0.577,291.8,False,
2025-04-26,email,156,10,1004.36,8.99,0.295,251.7,False,
2025-04-26,referral,215,8,435.1,0.0,0.234,283.5,False,
2025-04-26,direct,517,15,1311.55,0.0,0.454,104.9,False,
2025-04-26,display,176,2,152.79,174.1,0.556,127.6,False,
2025-04-27,organic_search,844,24,2796.67,0.0,0.455,226.7,False,
2025-04-27,paid_search,553,27,3185.16,1070.6,0.516,274.8,False,
2025-04-27,social_organic,486,9,569.1,0.0,0.494,195.1,False,
2025-04-27,social_paid,401,13,634.92,544.61,0.434,204.7,False,
2025-04-27,email,287,12,751.2,13.34,0.257,296.6,False,
2025-04-27,referral,204,8,557.59,0.0,0.336,145.5,False,
2025-04-27,direct,577,26,2476.35,0.0,0.298,66.9,False,
2025-04-27,display,278,1,77.37,270.7,0.444,134.1,False,
2025-04-28,organic_search,1127,34,3228.15,0.0,0.526,189.0,False,
2025-04-28,paid_search,683,36,3272.68,1308.08,0.132,129.3,False,
2025-04-28,social_organic,590,6,546.91,0.0,0.455,241.6,False,
2025-04-28,social_paid,475,17,700.96,480.45,0.504,82.2,False,
2025-04-28,email,378,21,1673.89,18.69,0.361,100.9,False,
2025-04-28,referral,282,14,594.07,0.0,0.298,255.9,False,
2025-04-28,direct,786,19,877.49,0.0,0.378,270.0,False,
2025-04-28,display,317,7,522.69,280.61,0.444,292.7,False,
2025-04-29,organic_search,1363,27,1987.34,0.0,0.529,83.7,False,
2025-04-29,paid_search,794,40,3408.06,1411.04,0.454,273.2,False,
2025-04-29,social_organic,660,10,1050.61,0.0,0.638,282.2,False,
2025-04-29,social_paid,490,12,594.34,489.32,0.557,97.6,False,
2025-04-29,email,395,16,1537.92,23.59,0.369,185.2,False,
2025-04-29,referral,175,8,325.62,0.0,0.578,83.4,False,
2025-04-29,direct,731,24,1353.44,0.0,0.392,182.3,False,
2025-04-29,display,359,7,777.52,368.5,0.561,164.0,False,
2025-04-30,organic_search,1136,38,1642.34,0.0,0.524,256.1,False,
2025-04-30,paid_search,790,34,3943.45,1223.87,0.42,79.7,False,
2025-04-30,social_organic,711,7,545.12,0.0,0.481,287.7,False,
2025-04-30,social_paid,550,15,1106.82,573.36,0.325,146.0,False,
2025-04-30,email,366,18,989.36,18.22,0.325,274.4,False,
2025-04-30,referral,361,18,1681.35,0.0,0.432,225.4,False,
2025-04-30,direct,624,27,2738.95,0.0,0.457,255.3,False,
2025-04-30,display,390,7,674.71,302.62,0.585,215.9,False,
2025-05-01,organic_search,1584,46,2376.8,0.0,0.368,114.4,False,
2025-05-01,paid_search,712,41,3076.74,1423.08,0.29,232.6,False,
2025-05-01,social_organic,705,18,2141.14,0.0,0.408,131.2,False,
2025-05-01,social_paid,407,8,935.41,503.73,0.395,297.0,False,
2025-05-01,email,356,13,857.56,15.54,0.28,104.7,False,
2025-05-01,referral,249,8,612.17,0.0,0.323,144.5,False,
2025-05-01,direct,683,21,2491.87,0.0,0.473,78.2,False,
2025-05-01,display,371,7,710.98,395.61,0.598,247.1,False,
2025-05-02,organic_search,1268,47,4739.49,0.0,0.457,133.1,False,
2025-05-02,paid_search,909,28,1454.06,1851.87,0.437,260.8,False,
2025-05-02,social_organic,645,13,900.66,0.0,0.568,181.0,False,
2025-05-02,social_paid,445,15,637.94,592.4,0.484,72.5,False,
2025-05-02,email,395,20,900.92,22.03,0.262,69.7,False,
2025-05-02,referral,301,14,1050.34,0.0,0.386,252.0,False,
2025-05-02,direct,559,23,2048.02,0.0,0.459,292.6,False,
2025-05-02,display,424,14,671.4,363.37,0.636,244.7,False,
2025-05-03,organic_search,731,23,2752.38,0.0,0.402,232.7,False,
2025-05-03,paid_search,614,37,2487.34,1026.76,0.321,161.9,False,
2025-05-03,social_organic,434,4,271.58,0.0,0.549,190.6,False,
2025-05-03,social_paid,401,10,1177.04,456.63,0.378,149.2,False,
2025-05-03,email,271,14,1389.14,15.01,0.348,200.4,False,
2025-05-03,referral,201,8,955.75,0.0,0.332,266.9,False,
2025-05-03,direct,528,9,1018.67,0.0,0.333,79.3,False,
2025-05-03,display,219,3,218.86,163.47,0.603,157.3,False,
2025-05-04,organic_search,759,17,1863.27,0.0,0.358,243.9,False,
2025-05-04,paid_search,687,19,1445.83,1359.55,0.323,276.5,False,
2025-05-04,social_organic,422,2,85.25,0.0,0.526,283.8,False,
2025-05-04,social_paid,394,12,1206.88,397.8,0.494,115.5,False,
2025-05-04,email,231,12,955.12,11.42,0.293,248.6,False,
2025-05-04,referral,227,9,610.37,0.0,0.232,146.6,False,
2025-05-04,direct,476,22,1801.7,0.0,0.398,245.8,False,
2025-05-04,display,218,4,236.63,225.03,0.515,138.5,False,
2025-05-05,organic_search,1372,25,1367.13,0.0,0.275,186.0,False,
2025-05-05,paid_search,676,37,3416.34,1123.23,0.539,90.3,False,
2025-05-05,social_organic,652,10,605.6,0.0,0.813,218.3,False,
2025-05-05,social_paid,489,13,1380.78,575.35,0.423,95.8,False,
2025-05-05,email,372,24,1312.98,21.88,0.394,142.1,False,
2025-05-05,referral,304,9,518.17,0.0,0.356,70.2,False,
2025-05-05,direct,449,13,1330.51,0.0,0.335,236.1,False,
2025-05-05,display,359,4,427.21,379.45,0.827,297.4,False,
2025-05-06,organic_search,1114,29,1366.52,0.0,0.464,246.9,False,
2025-05-06,paid_search,850,39,3771.16,1463.19,0.564,261.9,False,
2025-05-06,social_organic,706,14,1160.25,0.0,0.497,246.6,False,
2025-05-06,social_paid,395,14,947.97,449.23,0.479,273.3,False,
2025-05-06,email,478,15,999.32,21.76,0.234,271.0,False,
2025-05-06,referral,315,11,1050.74,0.0,0.396,104.3,False,
2025-05-06,direct,633,16,1535.03,0.0,0.525,241.9,False,
2025-05-06,display,359,10,667.41,372.37,0.642,207.6,False,
2025-05-07,organic_search,1233,52,2988.7,0.0,0.536,174.2,False,
2025-05-07,paid_search,686,33,3127.2,1095.1,0.454,296.2,False,
2025-05-07,social_organic,638,10,664.17,0.0,0.559,95.0,False,
2025-05-07,social_paid,416,18,1281.88,498.91,0.538,270.2,False,
2025-05-07,email,411,2,1126.87,16.74,0.346,157.2,True,cvr_drop
2025-05-07,referral,269,10,417.8,0.0,0.436,86.5,False,
2025-05-07,direct,643,26,1758.53,0.0,0.39,259.1,False,
2025-05-07,display,374,8,740.8,295.23,0.558,132.6,False,
2025-05-08,organic_search,1144,27,1519.88,0.0,0.607,279.4,False,
2025-05-08,paid_search,955,66,5130.33,1560.1,0.414,73.4,False,
2025-05-08,social_organic,546,6,504.24,0.0,0.461,283.8,False,
2025-05-08,social_paid,507,18,857.79,573.01,0.354,120.3,False,
2025-05-08,email,439,33,3777.12,25.75,0.338,189.9,False,
2025-05-08,referral,258,11,962.43,0.0,0.327,162.6,False,
2025-05-08,direct,682,20,1531.68,0.0,0.341,186.4,False,
2025-05-08,display,317,0,0.0,287.2,0.718,206.3,False,
2025-05-09,organic_search,1375,45,1862.6,0.0,0.403,170.1,False,
2025-05-09,paid_search,873,38,3083.19,1782.47,0.468,237.3,False,
2025-05-09,social_organic,703,8,893.33,0.0,0.567,166.7,False,
2025-05-09,social_paid,573,19,1577.98,574.1,0.548,282.3,False,
2025-05-09,email,272,13,1174.75,14.55,0.342,129.6,False,
2025-05-09,referral,279,10,984.45,0.0,0.25,254.2,False,
2025-05-09,direct,710,22,1390.92,0.0,0.392,180.3,False,
2025-05-09,display,786,5,377.31,229.89,0.483,147.1,True,traffic_spike
2025-05-10,organic_search,842,24,1603.68,0.0,0.332,154.4,False,
2025-05-10,paid_search,479,21,2003.3,907.1,0.292,252.9,False,
2025-05-10,social_organic,490,0,0.0,0.0,0.504,160.3,False,
2025-05-10,social_paid,442,10,670.87,471.88,0.523,146.2,False,
2025-05-10,email,298,12,1246.24,16.61,0.167,260.5,False,
2025-05-10,referral,258,12,668.29,0.0,0.418,266.8,False,
2025-05-10,direct,637,24,2088.83,0.0,0.447,89.6,False,
2025-05-10,display,183,4,173.71,176.28,0.673,159.5,False,
2025-05-11,organic_search,813,19,1055.23,0.0,0.535,245.8,False,
2025-05-11,paid_search,501,21,2404.12,968.98,0.385,68.2,False,
2025-05-11,social_organic,388,6,518.03,0.0,0.625,165.0,False,
2025-05-11,social_paid,339,10,774.31,340.55,0.523,249.8,False,
2025-05-11,email,228,12,487.42,11.05,0.291,78.5,False,
2025-05-11,referral,206,9,942.43,0.0,0.278,181.6,False,
2025-05-11,direct,512,12,1189.97,0.0,0.326,247.4,False,
2025-05-11,display,235,6,486.23,231.69,0.538,277.7,False,
2025-05-12,organic_search,1212,46,3722.35,0.0,0.414,90.6,False,
2025-05-12,paid_search,887,32,2566.48,1635.73,0.365,141.1,False,
2025-05-12,social_organic,652,10,693.49,0.0,0.436,89.9,False,
2025-05-12,social_paid,494,10,1198.62,485.9,0.449,165.9,False,
2025-05-12,email,289,14,1199.91,12.43,0.248,201.9,False,
2025-05-12,referral,350,15,1602.94,0.0,0.377,153.2,False,
2025-05-12,direct,865,33,3636.72,0.0,0.506,163.6,False,
2025-05-12,display,321,3,264.68,346.66,0.461,178.3,False,
2025-05-13,organic_search,1107,31,1345.03,0.0,0.306,226.9,False,
2025-05-13,paid_search,825,31,2093.37,1776.34,0.45,149.8,False,
2025-05-13,social_organic,574,14,1448.55,0.0,0.621,285.4,False,
2025-05-13,social_paid,531,8,575.12,703.04,0.516,216.2,False,
2025-05-13,email,332,20,1599.47,18.24,0.235,104.5,False,
2025-05-13,referral,305,10,852.32,0.0,0.284,108.8,False,
2025-05-13,direct,697,28,3062.85,0.0,0.55,106.3,False,
2025-05-13,display,355,3,319.69,266.3,0.674,245.6,False,
2025-05-14,organic_search,1385,29,2291.01,0.0,0.457,69.9,False,
2025-05-14,paid_search,818,38,3974.24,1404.01,0.439,173.2,False,
2025-05-14,social_organic,578,11,910.5,0.0,0.584,232.1,False,
2025-05-14,social_paid,423,8,605.06,478.18,0.5,179.0,False,
2025-05-14,email,420,24,1121.26,24.28,0.434,93.6,False,
2025-05-14,referral,291,8,600.56,0.0,0.409,96.4,False,
2025-05-14,direct,679,24,1152.03,0.0,0.407,93.8,False,
2025-05-14,display,332,7,295.68,350.41,0.494,185.5,False,
2025-05-15,organic_search,1178,34,1569.03,0.0,0.391,152.1,False,
2025-05-15,paid_search,1043,44,2112.5,2108.32,0.341,92.5,False,
2025-05-15,social_organic,446,9,522.7,0.0,0.368,202.3,False,
2025-05-15,social_paid,426,5,423.62,545.86,0.473,66.4,False,
2025-05-15,email,358,19,1043.34,18.33,0.289,199.9,False,
2025-05-15,referral,267,11,1094.93,0.0,0.305,62.0,False,
2025-05-15,direct,760,25,2341.16,0.0,0.411,196.6,False,
2025-05-15,display,317,5,443.81,250.07,0.557,125.6,False,
2025-05-16,organic_search,1111,54,5866.62,0.0,0.39,66.6,False,
2025-05-16,paid_search,831,31,3271.91,1621.85,0.306,295.6,False,
2025-05-16,social_organic,542,13,1246.88,0.0,0.629,285.2,False,
2025-05-16,social_paid,559,17,1837.1,792.72,0.428,110.6,False,
2025-05-16,email,521,28,1674.33,27.1,0.234,166.0,False,
2025-05-16,referral,245,4,317.82,0.0,0.467,98.2,False,
2025-05-16,direct,845,34,1820.35,0.0,0.333,288.4,False,
2025-05-16,display,405,4,252.65,367.96,0.696,79.0,False,
2025-05-17,organic_search,849,37,1511.28,0.0,0.451,111.4,False,
2025-05-17,paid_search,332,15,688.13,545.95,0.383,118.3,False,
2025-05-17,social_organic,378,0,0.0,0.0,0.566,212.9,False,
2025-05-17,social_paid,275,1,55.36,328.44,0.551,156.3,False,
2025-05-17,email,306,18,912.96,12.78,0.306,265.9,False,
2025-05-17,referral,238,9,748.39,0.0,0.294,83.4,False,
2025-05-17,direct,451,11,1201.94,0.0,0.368,259.2,False,
2025-05-17,display,210,4,308.39,159.03,0.617,169.9,False,
2025-05-18,organic_search,988,16,1201.48,0.0,0.421,173.7,False,
2025-05-18,paid_search,575,28,1704.26,1158.88,0.338,125.2,False,
2025-05-18,social_organic,421,3,167.2,0.0,0.601,247.9,False,
2025-05-18,social_paid,361,11,1004.73,462.48,0.438,259.7,False,
2025-05-18,email,232,17,1545.83,10.66,0.335,116.1,False,
2025-05-18,referral,173,4,400.74,0.0,0.451,176.6,False,
2025-05-18,direct,617,18,1232.84,0.0,0.392,188.7,False,
2025-05-18,display,274,6,667.53,267.94,0.685,299.5,False,
2025-05-19,organic_search,1383,39,3736.62,0.0,0.507,276.1,False,
2025-05-19,paid_search,720,35,2497.98,1549.78,0.278,174.9,False,
2025-05-19,social_organic,548,0,0.0,0.0,0.604,264.1,False,
2025-05-19,social_paid,512,10,409.93,533.61,0.52,261.2,False,
2025-05-19,email,429,28,2873.33,23.56,0.324,214.6,False,
2025-05-19,referral,232,7,804.87,0.0,0.349,227.8,False,
2025-05-19,direct,832,32,1364.82,0.0,0.335,229.4,False,
2025-05-19,display,346,2,80.54,338.78,0.544,260.1,False,
2025-05-20,organic_search,1422,22,1280.73,0.0,0.419,214.6,False,
2025-05-20,paid_search,762,33,3340.1,1425.2,0.438,282.5,False,
2025-05-20,social_organic,452,2,221.94,0.0,0.538,61.0,False,
2025-05-20,social_paid,583,10,899.52,749.79,0.449,177.0,False,
2025-05-20,email,406,21,2254.63,22.09,0.264,273.3,False,
2025-05-20,referral,322,9,541.26,0.0,0.405,275.5,False,
2025-05-20,direct,729,25,1582.61,0.0,0.389,147.6,False,
2025-05-20,display,391,7,663.29,369.19,0.712,96.7,False,
2025-05-21,organic_search,1131,40,4583.3,0.0,0.347,136.3,False,
